objectid,audience,alternateIdentifier,provenance,dateAccepted,extent,type,medium,date,subject/geographic,originInfo/place,culture,description,display_template,object_location,title,format
1989-74-45,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 34,Donation,12/07/1989,1,Ethnographic; Bowl,Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This is a small, well-crafted wooden bowl.  Crescent-shaped wedges have been cut out along the outer rim to form what looks like a 10-pointed star, while the inner rim remains perfectly round.  From the star-shaped rim the bowl tapers down to a thick base. Used as a salt bowl.; ",,,1989-74-45,
1989-74-46,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 36,Donation,12/07/1989,1,Ethnographic; Tube,Bamboo,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,This object is a bamboo tube with incised U-shaped makings ringing the circumference.  Something has been lodged part way inside the tube.; ,,,1989-74-46,
1989-74-47,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 37,Donation,12/07/1989,1,Ethnographic; Tube,Bamboo; Cotton,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This thin bamboo tube has geometric designs, forming zigzagging patterns, etched all the way around along its length.  At the two ends, a wide groove circles the tube and a band of dark blue cloth fills this groove.  One of the ends is covered over.; ",,,1989-74-47,
1989-74-49,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 40,Donation,12/07/1989,1,Ethnographic; Cordage,Fiber,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"The ""bejuco"" girdle is one long cord of intertwined strips of yellow and brown rattan which has been coiled in a number of loops. Made of bejuco fiber; ",,,1989-74-49,
1989-74-5,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic,Wood; Metal,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"The metal blade has two pairs of barbs, which point out and down, with a long metal shaft/tang.  There is a crest on both sides of the blade.  The tang of the blade is inserted into the wooden shaft and a ferrule of metal is used to strengthen the shaft where the tang of the blade is inserted into the wood.  The other end of the shaft is inserted into a pointed metal tip.  The shaft is long, made of wood, widening at the point end and narrower at the tip end.; ",,,1989-74-5,
1989-74-55,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 45,Donation,12/07/1989,1,Ethnographic; Pocket,Fiber; Brass; Plastic,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This rather small pouch is in the form of a miniature hammock.  This hammock is woven of cord. Alternating rows along the hammock have been painted black.  Along the edges of the hammock, green, yellow, and  red bits of cord have been tied at regular intervals.  There is a brass ring at each end of the hammock and a small plastic button just before that.; ",,,1989-74-55,
1989-74-56,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 46,Donation,12/07/1989,1,Ethnographic; Pipe,Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This wooden pipe has two separate bowls which are both set at right angles to the stem. The end of the stem is composed of a smaller, separable piece of wood.  The bowls are conical-shaped and are wider at the top.  The outer edge of the rims of the bowls is notched.; ",,,1989-74-56,
1989-74-57,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 47,Donation,12/07/1989,1,Ethnographic; Pipe,Earthenware,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,This red clay pipe consists of the bowl and part of the stem of a pipe.  The separable portion of the stem is missing.  The bowl is cylindrical and juts out from the stem at an angle slightly less than 90 degrees.; ,,,1989-74-57,
1989-74-59-a,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 58,Donation,12/07/1989,1,Ethnographic; Earring,Animal bone,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This pair of earrings is made from a thin, curving cartilaginous section that has been decorated with brass.  The sections curve and taper so that one end is wider than the other.  The brass decorations on the cartilaginous sections consist of flat pieces of brass cut into triangle shapes held on by multi colored cotton fiber cordage. 


Head hunters' trophy - attached to upper ear. - Eric Anderson, Sept. 2008; ",,,1989-74-59-a,
1989-74-59-b,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 58,Donation,12/07/1989,1,Ethnographic; Earring,Animal bone,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This pair of earrings is made from a thin, curving cartilaginous section that has been decorated with brass.  The sections curve and taper so that one end is wider than the other.  The brass decorations on the cartilaginous sections consist of flat pieces of brass cut into triangle shapes held on by multi colored cotton fiber cordage. 


Head hunters' trophy - attached to upper ear. - Eric Anderson, Sept. 2008; ",,,1989-74-59-b,
1989-74-6,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Axe,Iron; Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"The metal battle axe has a straight cutting edge.  A long metal ferrule is fitted into the wooden handle where the tang is inserted into the wood.  A copper wire is tied to the tang.  The slender handle has a process on the underside near the middle. There is a metal ferrule decorated with horizontal lines, circles and elongated dots fitted into the other end of the handle. The handle itself is decorated with 8 rows of tiny triangular punctates which are arranged into two separated sets.; ",,,1989-74-6,
1989-74-60,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 50,Donation,12/07/1989,1,Ethnographic; Earring,Brass; Mother of Pearl,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,,"The earring is composed of several brass rings and 2 pieces of Mother-of-Pearl.  A flat, thin piece of brass has been coiled about 3 times to form a circle and the outside end snakes out into an S-shape.  A ring of brass has been hung off one of the arcs.  Two curved pieces of mother of pearl dangle from that ring by two smaller rings of brass.; ",,,1989-74-60,
1989-74-61,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Earring,Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"These earrings resemble the head and part of the handle on spoons.  The earrings are carved from wood and are rather thick.  The bottom half of each earring is rounded and looks exactly like the head of a spoon.  However, while this bottom half is rounded, the top half is shorter than the handle of a spoon and has two short points.  There are also two holes at the top part through which a string is run through the holes to hold them together.; ",,,1989-74-61,
1989-74-62,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 51,Donation,12/07/1989,1,Ethnographic; Armband,Animal bone; Hair/Fur; Wood; Rattan,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,This armlet is composed of two boar's tusks bound together with rattan.  These tusks have been laid end to end and have been bound together by rattan  strips that coil through holes in the ends of the tusks.  Where the bases of the two tusks join a band is wrapped around and holds a peg of wood which is topped with a lock of dark hair (pig or human?).; ,,,1989-74-62,
1989-74-64,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 51,Donation,12/07/1989,1,Ethnographic; Armband,Animal bone; Rattan,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This armlet is composed to two boars' tusks bound together somehow to form the armlet.  Four woven bands of rattan in a row are wrapped around one part of the armlet, hiding the means by which the two tusks are joined to form the armlet at the tips of the tusks and at the base of the tusks a single band of rattan bind them together.; ",,,1989-74-64,
1989-74-65,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 54,Donation,12/07/1989,1,Ethnographic; Armband,Rattan,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,The armlet is a large ring of red woven strips of rattan or bejuco; ,,,1989-74-65,
1989-74-66,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 54,Donation,12/07/1989,1,Ethnographic; Armband,Rattan,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,The armlet is a large ring of red woven strips of rattan or bejuco; ,,,1989-74-66,
1989-74-67,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 55,Donation,12/07/1989,1,Ethnographic; Necklace,Seed; Fiber,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This is a string of beads made of seeds.  Oblong gray and light brown beads in sets of two to five alternate with pairs of round, black beads.  The beads are linked by a thin piece of cord. 


Possibly either Bontoc or Negrito 


These string of beads could also be used wrapped around the women's hair for ceremonies.; ",,,1989-74-67,
1989-74-68,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 55,Donation,12/07/1989,1,Ethnographic; Necklace,Seed; Fiber,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This is a string of beads made of seeds of light gray to light brown color and red color.  The gray to brown seeds are numerous and are rounded at one end and quickly narrow to a blunted tip at the other.  The red seeds are flat and rounded.  These seeds are strung in pairs. 


These string of beads could also be used wrapped around the women's hair for ceremonies.; ",,,1989-74-68,
1989-74-69,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 56,Donation,12/07/1989,1,Ethnographic; Headdress,Brass; Hair/Fur; Shell; Cotton; Fiber; Animal bone,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This headdress is composed of a long loop of braided human hair.  All along its length, the braid has been banded with small, thin pieces of hammered brass.  The loop is held together by a string of cord, but the ends stretch for quite a length beyond this.  Right where the cords are tied together there is a dangling ornament made of a large crocodile tooth wrapped cotton string in pink, yellow, and blue, and just above that point are two cowrie shells.; ",,,1989-74-69,
1989-74-7,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Axe,Iron; Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,The battle axe has a convex cutting edge.  A long metal ferrule is fitted into the handle where the tang is inserted into the wood.  A copper wire is tied to the tang.  There is a short metal ferrule fitted into the other end of the handle.; ,,,1989-74-7,
1989-74-71,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 56,Donation,12/07/1989,1,Ethnographic; Headdress,Animal bone; Cotton; Seed,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This headdress is composed of beads and dogs teeth, strung along a piece of cord.  The beads are actually seeds with holes in them.  The seeds are tan to light gray in color and are rounded on one end and taper to a blunt point on the other end.; ",,,1989-74-71,
1989-74-76-a,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 35,Donation,12/07/1989,1,Ethnographic; Box,Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This object is basically a carved wooden box with what resembles handles on the side.  The box and handles have been carved as one piece.  The handles are thick and attached on either side of the box near the top.  They are rounded are rise above the top of the box and lid.  There is a zigzag carved pattern on the sides of the box.; Used for bringing an offering to an ancestor's grave. Fairly new at collection time - Eric Anderson, Sept. 2008",,,1989-74-76-a,
1989-74-76-b,Ethnology & Material Culture,Accession Number: 1989-74; Original Number: 35,Donation,12/07/1989,1,Ethnographic; Lid (cover),Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"Lid for box (a). 


Zigzag patterns carved on the top.; Used for bringing an offering to an ancestor's grave. Fairly new at collection time - Eric Anderson, Sept. 2008",,,1989-74-76-b,
1989-74-77,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Bead,Seed; Wood; Bamboo; Cotton; Fiber,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"This is a loose collection of miscellaneous items, assorted beads.  Most of the beads are strung on one of five short segments of blue cord.  These beads are all seeds, mostly brown but some gray.  The brown seeds are bulbous at one end and taper down to a blunt tip at the other. 

There is also a section of bamboo with fiber wrapped around it; also some wood.  The blue cord is cotton string. All stored in an envelope.; ",,,1989-74-77,
1989-74-78,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Unworked Animal Bone,Antler,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,A pair of antlers which are still attached to part of the skull.; ,,,1989-74-78,
1989-74-8,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Turning Stick,Rattan; Iron,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,The rattan stick is shod with an iron tip.  The shaft is decorated with 5 small  rattan rings arranged in cross (x) pattern.  The rattan skin of the upper end is removed to make a rough surface for easy grasping.; ,,,1989-74-8,
1989-74-80,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Tool,Wood,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"Small wood tripod object, Upon a base of two small square pieces of wood, one stacked upon the other, three thin dowels have been glued in a triangular pattern on one side while a spire has been fitted into the other.  The spire consist of a long pointed end, set and glued into a wider ribbed dowel.; ",,,1989-74-80,
1989-74-9,Ethnology & Material Culture,Accession Number: 1989-74,Donation,12/07/1989,1,Ethnographic; Turning Stick,Wood; Rattan,,Asia-Southeast Asia-Philippines--,Northern Luzon; Benguet and Bontoc Provinces,Igorot,"The stick is made of hard wood and is sharpened at the lower end, tapered to a point.  There are 12  rings of rattan arranged in cross pattern to strengthen the stick.; ",,,1989-74-9,
"2004-2-1-a, b",Ethnology & Material Culture,Accession Number: 2004-2,Donation,1/4/2004,2,Ethnographic; Knife and sheath,Iron,,Asia-Southeast Asia-Philippines--,,,"Iron knife with wooden sheath. The blade is long, straight, and pointed, with wavy edges. The wooden hilt is missing, as is the engraved shell ornamentation originally attached to both ends of the wooden sheath. The sheath is cracked open along one edge, and a small portion of the hilt end is broken off.; ",,,"2004-2-1-a, b",
"2004-2-2-a, b",Ethnology & Material Culture,Accession Number: 2004-2,Donation,1/4/2004,2,Ethnographic; Knife,Iron,,Asia-Southeast Asia-Philippines--,,,"Iron knife with decorated wooden hilt and sheath. The blade is long, straight, and pointed with convex edges. The carved wooden hilt is detached from the blade. The sheath is cracking in a number of places and its tip appears to have been broken off.  The engraved shell ornamentation from the hilt end of the sheath is broken and largely detached. There is one piece of engraved shell which does not fit onto the sheath, it may have been attached to the tip of the sheath (which is missing).; ",,,"2004-2-2-a, b",
25673-a,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Model,Earthenware,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,Red clay model of native cook stove; ,,,25673-a,
25673-b,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Model,Earthenware,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,Red clay model of native pot; ,,,25673-b,
25673-c,Ethnology & Material Culture,Accession Number: 3094,Donation?,,1,Ethnographic; Model,Earthenware,,Asia-Southeast Asia-Philippines-National Capital Region-,Manila,,Red clay model of native pot lid; ,,,25673-c,
25725-a,Ethnology & Material Culture,Accession Number: 3096,Donation,,1,Ethnographic; Knife,Metal; Wood,,Asia-Southeast Asia-Philippines--,,,One Bolo knife (a) with sheath (b).  Knife has a metal blade hafted in a carved wooden handle in the shape of a stylized animal. Sheath is wooden with wicker and natural cord.; ,,,25725-a,
25725-b,Ethnology & Material Culture,Accession Number: 3096,Donation,,1,Ethnographic; Sheath,Wood; Botanical; Wicker,,Asia-Southeast Asia-Philippines--,,,One Bolo knife (a) with sheath (b).  Knife has a metal blade hafted in a carved wooden handle in the shape of a stylized animal. Sheath is wooden with wicker and natural cord.; ,,,25725-b,
26066-a,Ethnology & Material Culture,Accession Number: 3224,Donation,01/18/1973,1,Ethnographic; Kris,Metal; Ivory; Copper,,Asia-Southeast Asia-Philippines--,,,One 20th century kris (a) with scabbard (b).; ,,,26066-a,
26066-b,Ethnology & Material Culture,Accession Number: 3224,Donation,01/18/1973,1,Ethnographic; Sheath,Wood; Metal,,Asia-Southeast Asia-Philippines--,,,One 20th century kris (a) with scabbard (b).; ,,,26066-b,
26646-a,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Quiver,Leather (tanned); Cotton; Fiber,,Asia-Southeast Asia-Philippines--,,,"Quiver made of multiple connected parts.  One end is a long, hollow tube, made of 1 piece of leather sewed together with fiber.  The other end is a rectangular pouch with one end left open and slightly rounded.  Arrow shafts insert into the tube end and points into the pouch end.  It is set up so that the shaft has to go in first, and only then can the point be pushed into the pouch.  This method keeps the arrows in the quiver.  A leather strap is attached to each part, and they are stitched together with cotton string.  The straps are attached to the tube and pouch with fiber cord.  Fiber string is also used to sew up the sides of the pouch.  The leather strap also has a tangled length of tan colored suede type leather wrapped around it.  The rest of the item is dark brown.; location is noted as Philippines?",,,26646-a,
26646-b,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is the largest of the points and is shaped like an elongated oval.; location is noted as Philippines?",,,26646-b,
26646-c,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a large point in the shape of an elongated oval.; location is noted as Philippines?",,,26646-c,
26646-d,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a large point in the shape of an elongated oval.; location is noted as Philippines?",,,26646-d,
26646-e,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a medium sized point in the shape of a diamond.; location is noted as Philippines?",,,26646-e,
26646-f,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a medium sized point in the shape of a diamond.; location is noted as Philippines?",,,26646-f,
26646-g,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a small  sized point in the shape of a diamond.; location is noted as Philippines?

The reason this arrow appears longer than the others is because the fletching has slid down past the shaft.",,,26646-g,
26646-h,Ethnology & Material Culture,Accession Number: 3281,UMMAA Expedition,,1,Ethnographic; Arrow,Bamboo; Feather; Metal; Fiber,,Asia-Southeast Asia-Philippines--,,,"1 of 7 arrows that fit inside quiver (a). 


Long bamboo shaft.  Feather fletching attached at the proximal end in 3 rows.  Metal point attached into shaft at the distal end and hafted with red fiber lashing.  The proximal ends is nocked for a bowstring. 


This is a small  sized point in the shape of a diamond.; location is noted as Philippines?",,,26646-h,
3000-1-175,Asian Ethnology,Accession Number: 3000-1,Found in Collection,,1,Ethnographic; Coin,Metal,,Asia-Southeast Asia-Philippines--,,,"metal coin, ""half centavo""; ",,,3000-1-175,
3000-1-80,Ethnology & Material Culture,Accession Number: 3000-1; Original Number: M52-2,Found in Collection,,1,Ethnographic; Model,Wood; Reed; Leaf,,Asia-Southeast Asia-Philippines--,,,Model of a Tagalong House; ,,,3000-1-80,
36453-a,Ethnology & Material Culture,Accession Number: 1822,Donation,08/1948,1,Ethnographic; Armrest,Bamboo,,Asia-Southeast Asia-Philippines--,,,A bamboo arm rest with several rows of writing on it.; ,,,36453-a,
36453-b,Ethnology & Material Culture,Accession Number: 1822,Donation,08/1948,1,Ethnographic; Armrest,Bamboo,,Asia-Southeast Asia-Philippines--,,,A bamboo arm rest with several rows of writing on it.; ,,,36453-b,
36798-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Cannon,Bronze,,Asia-Southeast Asia-Philippines-Lanao del Sur-,"Lake Lanao, Mindinao;",,"Moro bronze cannon (a) and wood stand (b). 


Bronze cannon decorated with patterns at ends and mid-shaft.  Two knobs protrude at mid-shaft to allow for attachment to stand (b).; 3/2008 - An excellent specimen of bronze cannon or swivel gun used by the Moros on their war vintas (boats), in their cotta (fortified points) and in open fighting. Obtained from Datu Sali - a local chief at lake Lanao, Mindinao, in 1938, who stated that he had obtained it in Calarian, a barrio some eight kilometers north of Zamboango, ""about twenty-five years ago"", with the story that it had been used in the days of piracy and fighting between the Moros and Spanish in Mindinao, the Strights of Basilian and the Sulu Islands.",,,36798-a,
36798-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Stand,Wood,,Asia-Southeast Asia-Philippines--,,,"A-Lantaka, Moro bronze cannon (a) and wood stand (b). 


Rectangular wood base with a wood piece rising vertically from one end and another wood piece rising horizontally from the other.  These meet up to form a platform for the cannon (a) to sit in and attach to.; This bowl is said to be made from ""nansisu"" - a tree not yet identified. The bowl is ancient. They say is dates back to ""The Four Lodges."" The time of ""The Four Lodges"", i.e. four ceremonial lodges, is a time often referred to by Arikaras as a time of power and prosperity of their nation, on the Grand River or even lower down the course of their nortward migration. This bowl was purchased by Melvin R. Gilmore from Bearsbelly at Armstrong on the Ft. Berthold Reservation, August 18, 1921. It belonged to the mother-in-law of Bearsbelly, who died in 1905.",,,36798-b,
36800-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Kris,Metal; Wood,,Asia-Southeast Asia-Philippines--,Southern Islands;,,One Moro wavy kris (a) and sheath (b).  Kris has a serpentine metal blade hafted in a wooden handle.  Sheath is wooden with wicker bands.; ,,,36800-a,
36800-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines--,Southern Islands;,,One Moro wavy kris (a) and sheath (b).  Kris has a serpentine metal blade hafted in a wooden handle.  Sheath is wooden with wicker bands.; ,,,36800-b,
36802-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sword,Metal; Ivory; Silver; Wicker,,Asia-Southeast Asia-Philippines--,,Moro,"Moro barong, large slash and thrust weapon with silver and ivory hilt.  Stored in hard-wood scabbard 36802b; ",,,36802-a,
36802-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines--,,Moro,Hardwood scabbard for Barong 36802a.; ,,,36802-b,
36803-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Knife,Metal; Wood; Cotton,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao;",Moro,"One Moro barong (a), a small slash and thrust weapon, and scabbard (b).; ",,,36803-a,
36803-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sheath,Wood; Cotton; Wicker,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao;",Moro,"One Moro barong (a), a small slash and thrust weapon, and scabbard (b).; ",,,36803-b,
36804-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Kris,Metal; Brass; Wood; Cotton,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao;",,One wavy kris (a) with a sheath (b).  The kris has a wooden grip with brass and wound cotton string decorations.  The sheath is wooden with wicker bands and metal accents.; ,,,36804-a,
36804-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sheath,Wood; Metal; Wicker,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao;",,One wavy kris (a) with a sheath (b).  The kris has a wooden grip with brass and wound cotton string decorations.  The sheath is wooden with wicker bands and metal accents.; ,,,36804-b,
36810-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Spear,Wood; Rattan; Metal; Bamboo,,Asia-Southeast Asia-Philippines-Mountain-,Luzon Island;,Ifugao,"One Igorote spear, modern copy, Ifugao tribe. 


Spear has a long wooden shaft, stained and polished black.  One end tapers down to a point onto which a long, roughly rectangular metal  point has been attached.  The base of the metal point is flat and wrapped around the tapered end of the wooden shaft. 


The other end has 3 woven rattan rings and a spiral of bamboo(?) or reed, stained red, around it.  The very tip has an open metal cylinder on it, like a cap, that covers a tapered end with a slit cut inside for B to attach and haft.; ",,,36810-a,
36815-a,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Knife,Metal; Wood; Wicker,,Asia-Southeast Asia-Philippines--,northern Luzon Island;,"Filipino, Igorote - Bontoc Tribe","One Bolo knife (a) and sheath (b).  Knife has a metal blade and a wooden handle with wicker bands.  Sheath is wood with wicker bands. Note states it was used as both a weapon and a domestic tool.; From the collection of Brig. General charles E. Nathorst, Chiefo the the Philippine Constabulary",,,36815-a,
36815-b,Ethnology & Material Culture,Accession Number: 2108,Donation,10/14/1953,1,Ethnographic; Sheath,Wood; Wicker,,Asia-Southeast Asia-Philippines--,northern Luzon Island;,"Filipino, Igorote - Bontoc Tribe","One Bolo knife (a) and sheath (b).  Knife has a metal blade and a wooden handle with wicker bands.  Sheath is wood with wicker bands. Note states it was used as both a weapon and a domestic tool.; From the collection of Brig. General charles E. Nathorst, Chiefo the the Philippine Constabulary",,,36815-b,
37334-a,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Knife,Metal; Silver; Wood,,Asia-Southeast Asia-Philippines--,,,One Bolo knife (a) and sheath (b).  Knife has a metal blade hafted in a carved wooden handle embellished with silver.  Sheath is wooden with cotton string; edges of hilt guard are missing.; ,,,37334-a,
37334-b,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Sheath,Wood; Botanical,,Asia-Southeast Asia-Philippines--,,,One Bolo knife (a) and sheath (b).  Knife has a metal blade hafted in a carved wooden handle embellished with silver.  Sheath is wooden with cotton string; edges of hilt guard are missing.; ,,,37334-b,
37338-a,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Sword,Metal; Wood; Cotton,,Asia-Southeast Asia-Philippines--,,,One wavy kris (a) with sheath (b).  Kris has a wooden handle wrapped with cotton (?) cord and embellished with silver decorations.  Sheath is made of wood with woven bands and metal ring trim.; ,,,37338-a,
37339-a,Ethnology & Material Culture,Accession Number: 2175,Donation,1955,1,Ethnographic; Kris,Metal; Botanical; Silver; Animal bone,,Asia-Southeast Asia-Philippines--,,,"Wavy Kris with wooden sheath.  Silver, rope, and bone handle.; ",,,37339-a,
